Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Kyrgyzstan,,1.3333333333333335,96.96428571428571,-0.8293838862559242,-0.8012820512820513,1.4301075268817205,0.40265486725663724,-0.6971608832807571,-0.8125,-0.7777777777777778,-0.25,-1.0,,,,,,
Lao People's Democratic Republic,,-0.32488904403331176,-0.20889348500517058,-0.11792717086834736,-0.14348470413888004,-0.15868503985663973,0.3501285347043701,-0.05026656511805028,0.10820254324664913,-0.24153615547630125,0.4174730816409977,-0.15711538461538466,1.635295459730778,-0.17468940738496164,0.2606802863811597,-0.24994279295209165,-0.688734191258043,-0.16840417000801922
Liberia,,,,,,,15.967465181058497,-0.3534774071958131,0.23296063964637437,0.3832741304089944,0.09837287885266588,1.0774431695571223,-0.26532888740877003,-0.1159788412418159,-0.30542508559579495,0.07739144924115138,0.27929858251547124,0.0
Madagascar,,0.22919665994817162,-0.3825251815413446,0.31050834597875565,0.10551454624402945,-0.11586802827965437,-0.15755960313934547,7.524696783265952,0.9224694310988308,1.3072055258811162,-0.05885360978104226,0.10890590269202272,0.6009942182112982,0.07283401035000825,-0.01980041390256171,0.9687191603410916,-0.3611999951619601,0.6844212373220457
Malawi,,,,,,,,,,,,,4.1395374040637245,-0.18153029040552493,1.2681927906490165,0.26018841362883816,0.3185083843224614,0.015323241025708922
Malaysia,,0.005903187721369552,-0.13779342723004695,-0.4248116889009892,-0.02903124013884506,-0.09506012349691262,-0.04938049919195542,-0.2353607857952399,0.49975296442687744,-0.019107231098665745,-0.12779177162048694,-0.23873700423565658,-0.07384926656550328,-0.20234844347351177,0.07737076343717897,-0.92310136638068,0.09917355371900816,-0.6804511278195489
Mali,,,,,,,,,,,,0.3497111859399864,1.8872343543895647,0.5422964030854547,0.49197348191729473,0.12538060340622592,-0.06069364539549604,-0.11033158000669674
Mauritania,,,,,,,,0.0,-0.7153628652214892,2.1125827814569536,5.773404255319149,-0.05905449976441024,0.5084293106326156,0.4479362620338607,0.21016431027894544,0.42917587622355535,0.01816092969820149,-0.12746289384602028
Mauritius,,,,,,,,,,,,,,,,,,
Mexico,,-0.3239512855209743,-0.07445956765412332,-0.1740916955017301,-0.10814349306101079,-0.12889019377569,-0.15267947421638017,-0.06085918854415273,-0.0016941973739941218,0.1467967755621553,-0.5464298927118016,-0.0831973898858075,-0.25889679715302494,-0.40576230492196874,0.32525252525252535,-0.21189024390243905,0.06576402321083163,0.33575317604355726
Morocco,,-1.0,,-0.7894736842105263,-0.75,-1.0,,,,,,-1.0,,,,,,
Mozambique,,,,,,,,,-0.151090969413326,-0.2194014585186972,15.219368515243836,0.1538818726409239,0.03250659979030934,0.6531976026249404,1.373440164541758,0.08445683180736108,0.10384980428259283,0.04702902782694096
Myanmar,,0.419867924685426,0.015213897784190245,0.025615843231501678,-0.14341238100602716,0.08987308476359579,0.22526050308621492,0.8415135592969947,0.19551660881703303,-0.024615666792671465,-0.03499454213563025,0.10571567080473754,0.032865242190958766,-0.3052835496664489,-0.38401957642322937,-0.11130128660202865,-0.3973452683183052,-0.8218818658870953
Namibia,,,-0.42396003458545495,-0.15381087391594395,0.7759546686375955,-0.3524678855811114,0.18642615364839976,-0.8468039003250271,-0.7425742574257426,-0.5375457875457875,0.10099009900990108,2.3453237410071943,-0.8956989247311828,24.314432989690722,2.2404805538586845,-0.23539022244564534,1.0708415516107825,1.1536629891261212
Nepal,,-0.19859666708432522,0.9934333958724202,-0.2544313725490196,-0.48506206606353885,0.03166496424923393,-0.016039603960396054,0.13121352384785667,-0.3083081302259384,-0.14223251028806583,0.16761619190404797,-0.12326656394453006,-0.3872290568248389,-0.05640535372848954,-0.5785207700101317,-0.28966346153846156,-0.14213197969543145,0.22879684418145962
Nicaragua,,-0.5610185107630454,-0.26588437321121927,-0.12709551656920082,0.026797677534613706,-0.03697259678120923,-0.5311653116531165,-0.5645472061657033,-0.43805309734513276,-0.19947506561679795,0.13442622950819683,0.33670520231213863,0.33513513513513504,-0.059109311740890735,-0.01721170395869187,0.9956217162872154,1.7520842474769638,0.7456951530612246
Niger,,,,,0.34661707403471476,-0.26288307247139286,-0.9294113448601966,61.94919110212336,0.9951973079224341,-0.3767333926393457,1.0022862678614675,0.25935960829470783,1.8683913963292507,0.050701428394121395,-0.17001328278566274,0.16315442154825477,0.8257777288732395,-0.36391664077169505
Nigeria,,,,,,,,,,2.3537066935049866,0.14867717700507455,0.0,0.0,0.0,13.20017888665734,-0.12471927137938976,0.34793181274780016,0.2531376473608915
Oman,,-0.6666666666666667,2.0,0.0,-1.0,,,,1.0,-1.0,,-1.0,,,,,,
Pakistan,,0.518212442139447,-0.14067937298470767,0.16240967436330878,0.012520774737918794,0.00873586439286922,-0.022812260416503638,0.029301096789688508,-0.18757097301081127,0.6043330078311984,0.4356870490932634,0.3906962438328949,-0.1309307837376602,-0.031040542538886662,-0.02344590158116089,-0.26580507288778077,0.5763787479023628,0.10054357212614895
Panama,,-0.10424710424710426,1.418103448275862,1.0053475935828877,0.13222222222222224,-0.28027477919528954,-0.5464957731115353,-0.2297053517739026,-0.41920374707259955,0.045698924731182755,-0.46272493573264784,-0.15311004784688997,1.384180790960452,-0.1646919431279621,0.225531914893617,-0.3680555555555556,0.40842490842490853,-0.15604681404421328
Papua New Guinea,,0.18343165620811885,-0.19829812455018836,-0.04129481966520565,0.25385568713852935,0.020888473999231216,0.010553266564110375,-0.07433626434456775,-0.02878500373756543,-0.07926396059299956,0.20831297101262902,-0.10532589722848995,0.7867594575303354,0.8642032025034123,0.0042429480631727134,0.05905427801210594,0.6068431462756938,-0.00032811073005678537
Paraguay,,-0.6045527506201663,0.02509225092250933,-0.4989200863930886,-0.5014367816091954,-0.4582132564841499,1.1888297872340425,0.6294046172539489,-0.7404921700223714,-0.7385057471264368,-0.8021978021978022,-0.9444444444444444,-1.0,,,,,
Peru,,0.14963188477920397,0.2634574251375026,-0.10912260547981101,0.05851280427110672,-0.06285463929643842,-0.25968369080605247,-0.21760492876395843,-0.12353091718014841,-0.04215893266250392,-0.26026497830929773,-0.20627020858428957,0.2554814489396542,0.5497836874920474,0.339354256039738,-0.051906454974560146,-0.08473288612300978,-0.022181798915634987
Philippines,,-0.04943163187233579,0.06375945036939079,0.3090393190109444,0.0497306001114759,-0.0886529006882989,-0.2360062146648828,0.023443016523089888,-0.3471781426797296,-0.18342845064468405,-0.03913853799958589,-0.4853448275862069,-0.2532453936348409,-0.08677975606336741,-0.2473134786613448,0.6859065878033856,-0.19187031212194527,-0.4086826347305389
Republic of Korea,,-0.3889552952426488,-0.2961658841940532,-0.349082823790995,-0.2621690862510675,0.5844907407407407,0.49817384952520083,0.08581179912237924,-0.527615626403233,-0.14638783269961975,0.41091314031180404,-0.601420678768745,-0.21980198019801978,-0.027918781725888353,0.4543080939947781,0.125673249551167,-0.03987240829346095,-0.27574750830564787
Rwanda,,,0.19489106077314156,0.09312132925450767,0.06538009581487847,0.1602776104460264,-0.16099442940525233,-0.33293474130447664,-0.17362537432777791,1.2095262488853473,-0.08597700162434074,-0.6729792740840717,1.3148263413419645,0.9910604587668315,0.6733657587952853,0.5556092206911794,0.3491005246241312,-0.4450272853555971
Sao Tome and Principe,,0.3162157935887413,0.20196740008553915,-0.15676274067923934,0.08978807201800443,-0.6097964978703265,-0.7163018909531949,-0.5295375048581423,1.584882280049566,-0.012144455097475193,-0.5567777418311226,2.081021897810219,0.48661454631603895,-0.26350597609561754,-0.8102347722600887,0.17331812998859752,0.08746355685131202,0.00044682752457547714
Saudi Arabia,,-0.5348062953995157,-0.15029277813923225,-0.3399693721286371,-0.2853828306264501,-0.14042207792207795,0.20679886685552407,-0.6345852895148669,-0.8693790149892934,-0.049180327868852514,-0.5,1.3793103448275863,0.18840579710144922,-0.5853658536585367,-0.11764705882352944,1.7666666666666666,2.2771084337349397,-0.3492647058823529
Senegal,,-0.7126270602104139,0.11648606811145501,0.8623916811091854,-0.17238042062162662,0.49140955293694333,0.44963811821471644,1.4616600790513834,1.044468106682892,-0.31411671337516434,0.9907492783231786,-0.17016870956707064,0.022333366165789403,0.30847020956962035,-0.26664430427039953,0.8305356399119415,-0.2899179893266267,0.1320764433255135
Sierra Leone,,,0.6781504986400726,0.06564019448946512,-0.44081115335868193,1.1795104261106073,0.02579034941763725,0.0,30.31772100567721,3.187570811671706,0.4440575874138848,-0.31601729284346936,1.4063557060321603,0.10709272358035604,-0.19241485395056757,0.07923019390662334,0.19680108077790126,-0.0698865435029229
Solomon Islands,,0.12312978107977157,-0.020354803707528846,0.23074356784456063,-0.02092662669283396,-0.15401397610108858,-0.013784526770519667,-0.13184756494152938,-0.38023668277169587,-0.18583939805106697,0.20307860129689104,-0.3286066895023172,-0.08530592339723153,0.050280933437230946,-0.28134640165566793,0.3039556618126493,1.2681473456121344,-0.036155867061049785
Somalia,,,,-0.5187515891177219,0.5105005943732663,0.09443861490031469,0.3127197187599873,0.014911746804625592,1.2131934032983507,-0.3171115025064355,-0.02575192445044039,-0.863519732822873,9.657117278424352,-0.7495519713261649,0.22998658318425758,0.9046450322697936,0.7003770343148952,-0.013753227798360856
South Africa,,,-0.40960537236852035,-0.13994504441178346,-0.004457983505461005,-0.42122546458690946,0.5600257898130239,-0.4770209952058192,0.23217954796902163,-0.2211390456644433,0.3274044795783926,0.2240694789081885,-0.4294546928846543,0.535796766743649,0.3539618276460381,-0.9525843656557027,6.789189189189189,4.103169095535508
South Sudan,,,,,,,,,,0.0,16.30947299609698,-0.8755680158350208,1.0118099692922944,0.16483487227726723,-0.7281083346030779,-1.0,,
Sri Lanka,,-0.6832873894848099,-0.3774841405850696,-0.7462026997657627,-0.6460513796384395,-0.5591397849462365,-0.6396341463414634,-0.6649746192893401,2.2777777777777777,-0.18181818181818177,0.2881355932203389,-0.8187134502923976,-0.814516129032258,-1.0,,,,
Sudan,,-0.4478710213074233,0.37868505241018036,2.3265621101407947,-0.4236386800347596,0.16828066235482875,0.14769810492077706,-0.04759210962338112,-0.17121943549936813,0.24972246423653077,0.012783535874017149,-0.2966468995513193,0.039709474631318464,0.12421360671511072,0.8037418359405992,-0.4507967199061119,-0.02012858985697663,0.253669904263367
Suriname,,0.40859079306399093,-0.19783790539273882,-0.1445041676404144,-0.23711527954835188,0.08987825256624493,-0.6397984886649875,-0.47065977500760114,0.5560022975301551,-0.12144702842377264,-0.280672268907563,-0.5496495327102804,-0.5382619974059663,1.047752808988764,-0.4499314128943759,-0.7980049875311721,-0.06172839506172845,-0.4736842105263158
Syrian Arab Republic,,9.5,-0.7619047619047619,-0.8666666666666667,-0.5,-1.0,,,,,,,,,,,,
Tajikistan,,-0.4026961812840957,-0.4590322297356635,-0.11883116883116884,-0.3389830508474576,-0.3564659977703456,-0.4179298397574708,-0.5275297619047619,-0.49921259842519683,-0.48427672955974843,-0.323170731707317,-0.4144144144144144,-0.7230769230769231,-0.8333333333333334,-0.33333333333333337,-1.0,,
Thailand,,-0.19135448886852258,-0.29865571086764886,-0.16159802491302888,-0.28550394860125816,0.11584863244660926,0.017191592236921682,0.09520036971017354,-0.13891735487371148,0.031257656900836484,0.10243703753988198,-0.23346674876847295,0.3081495762541673,0.0225060640486352,0.1387003783556544,-0.7884549458083911,0.43630017452006986,-0.007116819996528356
Timor-Leste,,0.0,0.7519721272679463,0.25364901879854407,0.17218880009577675,0.10032172403227446,-0.12059963335112434,0.393629934557737,-0.02940563876318336,-0.07282481467030821,0.012834809687125137,-0.589941209464653,-0.7360048634682608,-0.8033007100364613,-0.6663414634146341,-0.7660818713450293,0.17500000000000004,-0.8297872340425532
Togo,,,,,,,,,0.559685224548867,0.13476695025836416,0.5769002754651988,-0.1582415196215854,0.3425238232746173,0.265361197865134,0.2808392733701257,-0.014442809606007856,0.062246448824743394,0.021777877314042016
Turkey,,-0.0542337298810357,-0.05438401775804658,-0.09800469483568075,-0.42507048362611144,-0.6069407770652584,-0.618042226487524,-0.6067839195979899,-0.4696485623003195,-0.7710843373493976,-1.0,,,,,,,
Turkmenistan,,-0.6666666666666667,1.25,-0.6111111111111112,-0.5714285714285714,-0.6666666666666667,0.0,-1.0,,,,,,,,,,
Uganda,,,,0.43905779140245427,0.09634515031479807,0.2562796348710854,-0.2145339623837509,0.20518839102695652,-0.06321158470907173,0.3288467861672342,0.21502731421607169,-0.8533526018872221,10.481535150707499,-0.43568129009284595,1.4174859321521711,0.9652483150185067,0.31487481475026424,0.24322502869432205
United Arab Emirates,,,,,,,,,,,,,,,,,,
